,Previous Close,Open,Bid,Ask,Day's Range,52 Week Range,Volume,Avg. Volume,Market Cap,Beta (5Y Monthly),PE Ratio (TTM),EPS (TTM),Earnings Date,Forward Dividend & Yield,Ex-Dividend Date,1y Target Est,ticker,url,error
96,224.43,225.51,232.55 x 1200,234.13 x 1000,225.15 - 234.12,191.74 - 272.81,"1,599,858","1,833,461",77.17B,0.88,9.69,24.027,2022-02-02 to 2022-02-07,4.00 (1.74%),"Dec 06, 2021",260.28,CI,http://finance.yahoo.com/quote/CI?p=CI,
97,119.42,120.59,123.77 x 800,130.00 x 800,120.59 - 125.06,98.28 - 129.17,"702,305","660,512",20.133B,0.69,8.05,15.53,2022-04-26 to 2022-05-02,2.52 (2.08%),"Dec 15, 2021",134.8,CINF,http://finance.yahoo.com/quote/CINF?p=CINF,
98,75.58,76.03,77.86 x 1200,77.87 x 800,75.97 - 78.35,74.01 - 85.61,"5,249,861","4,995,066",65.86B,0.62,24.89,3.14,2022-04-28 to 2022-05-02,1.80 (2.16%),"Oct 20, 2021",84.75,CL,http://finance.yahoo.com/quote/CL?p=CL,
99,143.24,143.96,146.30 x 900,149.00 x 800,143.18 - 147.66,138.61 - 196.67,"1,230,380","1,576,396",18.132B,0.20,42.57,3.467,2022-04-28 to 2022-05-02,4.64 (3.28%),"Apr 26, 2022",162.97,CLX,http://finance.yahoo.com/quote/CLX?p=CLX,
100,90.98,92.01,95.25 x 1200,96.99 x 1200,91.77 - 96.00,63.07 - 102.09,"1,282,507","1,334,219",12.53B,1.51,11.90,8.031,2022-04-18 to 2022-04-22,2.72 (2.75%),"Dec 14, 2021",94.63,CMA,http://finance.yahoo.com/quote/CMA?p=CMA,
101,46.01,46.19,46.97 x 3100,47.27 x 1300,46.02 - 47.46,44.27 - 61.80,"30,442,009","24,475,309",215.059B,0.94,15.14,3.109,2022-04-27 to 2022-05-02,1.00 (1.96%),"Jan 04, 2022",63.54,CMCSA,http://finance.yahoo.com/quote/CMCSA?p=CMCSA,
102,237.26,239.15,238.44 x 1200,240.86 x 1200,236.69 - 240.84,185.79 - 256.94,"1,824,290","1,588,854",86.044B,0.46,35.31,6.78,2022-04-26 to 2022-05-02,3.60 (1.59%),"Dec 27, 2021",233.0,CME,http://finance.yahoo.com/quote/CME?p=CME,
103,"1,484.61","1,477.39","1,490.68 x 800","1,520.00 x 800","1,458.30 - 1,500.04","1,256.27 - 1,958.55","206,317","310,901",42.119B,1.26,60.10,24.907,2022-04-19 to 2022-04-25,N/A (N/A),N/A,2007.07,CMG,http://finance.yahoo.com/quote/CMG?p=CMG,
104,203.27,203.91,203.16 x 1000,203.30 x 900,202.56 - 206.67,198.13 - 277.09,"1,524,141","1,131,616",29.157B,1.03,13.40,15.211,2022-05-02 to 2022-05-06,5.80 (2.60%),"Feb 17, 2022",276.52,CMI,http://finance.yahoo.com/quote/CMI?p=CMI,
105,61.97,62.65,64.13 x 1000,64.08 x 800,62.39 - 64.43,53.19 - 65.79,"2,637,445","1,616,320",18.581B,0.25,21.26,3.017,2022-04-27 to 2022-05-02,1.74 (2.72%),"Nov 04, 2021",67.26,CMS,http://finance.yahoo.com/quote/CMS?p=CMS,
106,80.84,80.37,83.18 x 1200,83.53 x 800,80.21 - 83.65,58.37 - 86.81,"1,999,527","3,644,458",48.734B,0.54,66.87,1.249,2022-04-25 to 2022-04-29,N/A (N/A),N/A,90.55,CNC,http://finance.yahoo.com/quote/CNC?p=CNC,
107,26.55,26.86,26.50 x 1800,27.30 x 4000,26.75 - 27.47,19.38 - 28.52,"5,164,181","5,002,485",17.218B,0.93,17.41,1.573,2022-02-23 to 2022-02-28,0.68 (2.56%),"Feb 16, 2022",28.8,CNP,http://finance.yahoo.com/quote/CNP?p=CNP,
108,147.77,148.82,153.54 x 900,153.63 x 800,148.53 - 154.33,120.78 - 177.95,"1,941,494","2,900,390",65.371B,1.65,5.74,26.739,2022-04-25 to 2022-04-29,2.40 (1.51%),"Nov 12, 2021",187.31,COF,http://finance.yahoo.com/quote/COF?p=COF,
109,399.66,400.68,408.87 x 800,409.09 x 1000,396.99 - 411.31,368.05 - 463.59,"250,818","349,920",20.301B,0.86,6.95,59.16,2022-03-02 to 2022-03-07,0.06 (0.01%),"Jan 20, 2022",470.46,COO,http://finance.yahoo.com/quote/COO?p=COO,
110,87.73,88.38,90.76 x 1000,90.89 x 1000,87.82 - 91.52,47.85 - 94.93,"10,358,167","8,232,364",120.381B,1.44,24.75,3.687,2022-05-02 to 2022-05-06,1.42 (1.62%),"Mar 30, 2022",90.73,COP,http://finance.yahoo.com/quote/COP?p=COP,
111,505.58,508.58,517.00 x 1200,517.97 x 1000,505.25 - 518.25,307.00 - 571.49,"2,002,964","2,666,301",229.472B,0.68,44.50,11.63,2022-03-03,3.16 (0.62%),"Feb 03, 2022",549.05,COST,http://finance.yahoo.com/quote/COST?p=COST,
112,43.54,43.73,45.14 x 800,45.25 x 800,43.59 - 45.23,39.76 - 52.23,"1,882,157","2,912,877",13.636B,0.50,14.48,3.121,2022-03-08 to 2022-03-14,1.48 (3.35%),"Jan 05, 2022",45.85,CPB,http://finance.yahoo.com/quote/CPB?p=CPB,
113,121.60,122.11,124.69 x 2200,146.00 x 1400,121.17 - 124.94,101.92 - 161.12,"1,629,269","1,097,096",29.575B,1.05,30.05,4.15,2022-02-16 to 2022-02-21,N/A (N/A),N/A,169.56,CPRT,http://finance.yahoo.com/quote/CPRT?p=CPRT,
114,290.03,287.53,294.92 x 800,295.18 x 1100,286.04 - 296.16,259.02 - 460.21,"481,912","446,204",14.946B,1.17,38.36,7.721,2022-05-02 to 2022-05-06,N/A (N/A),N/A,443.73,CRL,http://finance.yahoo.com/quote/CRL?p=CRL,
115,204.29,204.72,208.30 x 1000,208.49 x 1100,201.61 - 208.47,184.44 - 311.75,"5,657,226","7,544,146",204.969B,1.07,114.46,1.818,2022-02-23 to 2022-02-28,N/A (N/A),N/A,327.34,CRM,http://finance.yahoo.com/quote/CRM?p=CRM,
116,54.73,54.98,56.04 x 3200,56.04 x 900,54.49 - 56.22,44.15 - 64.29,"18,963,683","22,888,859",236.355B,0.98,20.83,2.69,2022-02-07 to 2022-02-11,1.48 (2.75%),"Jan 04, 2022",62.63,CSCO,http://finance.yahoo.com/quote/CSCO?p=CSCO,
117,33.50,33.67,34.04 x 3000,34.68 x 1000,33.56 - 34.49,29.05 - 38.01,"11,059,503","13,745,695",76.099B,1.22,21.59,1.589,2022-04-18 to 2022-04-22,0.37 (0.99%),"Nov 29, 2021",38.48,CSX,http://finance.yahoo.com/quote/CSX?p=CSX,
118,374.02,374.45,377.82 x 800,438.34 x 1000,368.72 - 378.41,321.39 - 461.44,"423,529","560,625",39.115B,1.46,35.26,10.702,2022-03-15 to 2022-03-21,3.80 (0.94%),"Nov 12, 2021",455.67,CTAS,http://finance.yahoo.com/quote/CTAS?p=CTAS,
119,99.08,98.91,48.00 x 800,103.45 x 1100,97.21 - 102.50,91.17 - 142.64,"1,130,258","1,193,787",17.521B,1.34,32.22,3.177,2022-01-31 to 2022-02-04,N/A (N/A),N/A,159.46,CTLT,http://finance.yahoo.com/quote/CTLT?p=CTLT,
120,22.24,22.25,22.68 x 1800,22.94 x 2900,22.01 - 22.94,14.28 - 24.39,"9,155,525","8,396,359",18.476B,-0.13,25.84,0.879,2022-02-21 to 2022-02-25,0.45 (2.09%),"Nov 12, 2021",27.62,CTRA,http://finance.yahoo.com/quote/CTRA?p=CTRA,
121,86.08,86.29,87.68 x 800,88.20 x 800,85.95 - 88.08,66.19 - 92.44,"2,878,587","2,980,093",46.779B,1.14,24.83,3.545,2022-02-01 to 2022-02-07,1.08 (1.28%),"Feb 17, 2022",87.26,CTSH,http://finance.yahoo.com/quote/CTSH?p=CTSH,
122,50.05,50.29,51.63 x 1100,53.00 x 800,50.18 - 51.86,40.60 - 52.38,"3,319,979","2,931,927",37.787B,0.79,23.54,2.202,2022-02-01 to 2022-02-07,0.56 (1.20%),"Feb 28, 2022",53.26,CTVA,http://finance.yahoo.com/quote/CTVA?p=CTVA,
123,102.21,102.05,102.17 x 1300,102.56 x 800,101.94 - 102.67,78.07 - 144.47,"3,047,364","2,575,075",12.797B,0.04,40.75,2.518,2022-04-27 to 2022-05-02,1.48 (1.52%),"Dec 06, 2021",98.73,CTXS,http://finance.yahoo.com/quote/CTXS?p=CTXS,
124,100.77,101.40,103.75 x 800,104.30 x 1400,101.19 - 104.86,68.26 - 111.25,"6,337,221","6,778,632",137.682B,0.81,18.21,5.729,2022-05-02 to 2022-05-06,2.20 (2.11%),"Jan 20, 2022",111.08,CVS,http://finance.yahoo.com/quote/CVS?p=CVS,
125,134.85,135.96,139.72 x 1000,139.91 x 1400,135.43 - 140.50,92.86 - 140.50,"27,278,241","13,174,461",270.609B,1.17,27.14,5.173,2022-04-28 to 2022-05-02,5.68 (4.21%),"Feb 15, 2022",129.55,CVX,http://finance.yahoo.com/quote/CVX?p=CVX,
126,84.65,84.75,84.39 x 800,85.12 x 800,82.21 - 85.70,68.00 - 119.81,"3,735,815","2,908,509",18.105B,2.94,N/A,-5.422,2022-02-25 to 2022-03-01,N/A (N/A),N/A,137.36,CZR,http://finance.yahoo.com/quote/CZR?p=CZR,
127,77.16,78.21,79.37 x 1400,79.46 x 1200,77.98 - 79.84,67.85 - 81.67,"4,495,795","3,273,814",64.542B,0.44,25.13,3.171,2022-05-02 to 2022-05-06,2.52 (3.18%),"Dec 02, 2021",83.78,D,http://finance.yahoo.com/quote/D?p=D,
128,40.33,40.76,41.47 x 1000,41.60 x 1200,40.64 - 41.99,33.40 - 52.28,"15,288,461","14,640,279",26.586B,1.30,N/A,-0.112,2022-04-13 to 2022-04-18,N/A (N/A),"Feb 19, 2020",51.84,DAL,http://finance.yahoo.com/quote/DAL?p=DAL,
129,75.24,75.91,78.12 x 1800,80.49 x 800,75.88 - 78.64,66.37 - 86.28,"3,068,768","2,944,748",40.448B,1.26,7.21,10.821,2022-02-07 to 2022-02-11,1.20 (1.45%),"Nov 29, 2021",91.78,DD,http://finance.yahoo.com/quote/DD?p=DD,
130,342.76,342.70,346.82 x 900,346.88 x 800,338.00 - 348.31,320.50 - 400.34,"3,379,287","1,912,646",106.664B,0.98,18.27,18.99,2022-02-17 to 2022-02-21,4.20 (1.08%),"Dec 30, 2021",406.14,DE,http://finance.yahoo.com/quote/DE?p=DE,
131,118.27,119.52,123.78 x 800,123.79 x 800,119.38 - 124.72,89.83 - 135.69,"1,726,346","1,829,108",36.344B,1.64,7.42,16.724,2022-04-19 to 2022-04-25,2.00 (1.58%),"Feb 16, 2022",141.44,DFS,http://finance.yahoo.com/quote/DFS?p=DFS,
132,190.80,195.81,193.60 x 900,198.74 x 900,192.27 - 199.43,173.50 - 240.14,"2,474,804","2,148,487",46.107B,0.50,19.45,10.231,2022-03-16 to 2022-03-21,1.68 (0.75%),"Jan 03, 2022",248.76,DG,http://finance.yahoo.com/quote/DG?p=DG,
133,129.51,130.24,127.13 x 800,132.07 x 800,130.00 - 132.69,115.60 - 174.16,"1,010,735","1,305,014",16.215B,1.02,7.95,16.633,2022-04-20 to 2022-04-25,2.48 (1.59%),"Jan 18, 2022",165.33,DGX,http://finance.yahoo.com/quote/DGX?p=DGX,
134,82.31,81.91,85.90 x 1000,86.50 x 800,81.60 - 86.85,72.57 - 110.45,"6,629,491","3,775,730",30.639B,1.63,7.54,11.41,2022-04-20 to 2022-04-25,0.90 (0.91%),"Dec 03, 2021",119.72,DHI,http://finance.yahoo.com/quote/DHI?p=DHI,
135,271.56,270.67,275.51 x 900,278.99 x 1000,269.86 - 279.49,211.22 - 333.96,"2,276,763","3,015,816",199.546B,0.70,35.43,7.882,2022-04-20 to 2022-04-25,0.84 (0.28%),"Dec 29, 2021",348.64,DHR,http://finance.yahoo.com/quote/DHR?p=DHR,
136,149.40,149.56,149.00 x 1000,149.47 x 800,147.22 - 150.28,129.26 - 203.02,"9,377,435","13,035,246",271.795B,1.19,136.68,1.094,2022-02-09 to 2022-02-14,N/A (N/A),"Dec 13, 2019",,DIS,http://finance.yahoo.com/quote/DIS?p=DIS,
137,27.73,27.65,27.57 x 4000,28.99 x 800,26.60 - 28.87,21.66 - 78.14,"9,585,565","8,958,295",14.044B,1.31,18.89,1.495,2022-04-26 to 2022-05-02,N/A (N/A),N/A,37.95,DISCA,http://finance.yahoo.com/quote/DISCA?p=DISCA,
138,27.67,27.66,27.52 x 1200,28.95 x 3200,26.56 - 28.77,20.86 - 66.70,"3,819,417","5,413,825",14.437B,1.31,18.83,1.495,2020-11-05,N/A (N/A),N/A,33.67,DISCK,http://finance.yahoo.com/quote/DISCK?p=DISCK,
139,29.46,30.59,32.80 x 3200,32.81 x 3100,30.59 - 32.92,25.84 - 47.05,"7,168,130","3,032,730",17.345B,2.11,7.89,4.159,2022-04-27 to 2022-05-02,N/A (N/A),"Dec 12, 2012",49.61,DISH,http://finance.yahoo.com/quote/DISH?p=DISH,
140,134.34,135.00,132.50 x 1000,151.98 x 1000,134.02 - 138.25,124.65 - 178.22,"1,613,953","1,624,624",39.134B,0.22,58.16,2.371,2022-04-27 to 2022-05-02,4.64 (2.92%),"Dec 14, 2021",172.83,DLR,http://finance.yahoo.com/quote/DLR?p=DLR,
141,136.13,136.54,139.34 x 900,140.69 x 900,135.48 - 140.91,84.26 - 149.37,"2,028,692","2,595,875",31.649B,0.75,23.68,5.942,2022-03-01 to 2022-03-07,N/A (N/A),N/A,154.4,DLTR,http://finance.yahoo.com/quote/DLTR?p=DLTR,
142,154.86,155.39,157.57 x 800,168.31 x 800,155.39 - 159.55,123.58 - 184.05,"611,009","786,769",22.896B,1.38,24.51,6.489,2022-04-18 to 2022-04-22,2.00 (1.11%),"Nov 29, 2021",194.07,DOV,http://finance.yahoo.com/quote/DOV?p=DOV,
143,58.02,58.42,59.47 x 800,59.48 x 1300,58.32 - 60.15,52.07 - 71.38,"5,338,977","5,805,332",44.118B,1.62,7.74,7.705,2022-04-20 to 2022-04-25,2.80 (4.61%),"Nov 29, 2021",65.32,DOW,http://finance.yahoo.com/quote/DOW?p=DOW,
144,417.41,417.09,401.01 x 800,474.00 x 800,406.04 - 430.25,319.71 - 567.57,"548,174","467,153",15.634B,0.53,32.64,13.175,2022-04-27 to 2022-05-02,3.76 (0.70%),"Dec 14, 2021",526.11,DPZ,http://finance.yahoo.com/quote/DPZ?p=DPZ,
145,52.42,52.62,53.89 x 1000,53.87 x 800,52.40 - 54.07,37.74 - 66.22,"1,717,381","1,758,820",20.528B,0.70,22.13,2.436,2022-04-26 to 2022-05-02,1.12 (2.14%),"Feb 15, 2022",,DRE,http://finance.yahoo.com/quote/DRE?p=DRE,
146,141.57,141.36,144.84 x 800,144.67 x 900,140.86 - 145.13,128.59 - 164.28,"714,460","1,179,477",18.829B,1.45,20.74,6.995,2022-03-23 to 2022-03-28,4.40 (2.93%),"Jan 07, 2022",166.39,DRI,http://finance.yahoo.com/quote/DRI?p=DRI,
147,117.74,119.31,121.93 x 1100,122.50 x 900,119.05 - 121.99,98.45 - 123.77,"1,360,005","1,051,779",23.625B,0.69,27.01,4.515,2022-04-25 to 2022-04-29,3.54 (2.96%),"Dec 17, 2021",127.41,DTE,http://finance.yahoo.com/quote/DTE?p=DTE,
148,97.04,98.04,99.83 x 800,100.20 x 900,97.84 - 100.34,85.80 - 108.38,"3,272,199","3,149,274",77.104B,0.32,25.63,3.91,2022-02-09 to 2022-02-14,3.94 (3.81%),"Nov 10, 2021",106.98,DUK,http://finance.yahoo.com/quote/DUK?p=DUK,
149,111.89,112.58,108.65 x 1100,114.56 x 800,111.63 - 115.24,94.38 - 136.48,"416,481","755,927",11.678B,1.24,13.38,8.563,2022-04-27 to 2022-05-02,N/A (N/A),N/A,126.0,DVA,http://finance.yahoo.com/quote/DVA?p=DVA,
150,52.75,53.34,55.00 x 3100,55.20 x 1000,52.78 - 55.22,20.14 - 58.03,"12,368,526","12,508,703",37.37B,3.06,27.41,2.014,2022-05-02 to 2022-05-06,0.44 (0.90%),"Dec 09, 2021",51.27,DVN,http://finance.yahoo.com/quote/DVN?p=DVN,
151,35.06,35.15,34.06 x 800,35.52 x 800,34.82 - 35.75,25.30 - 44.18,"1,528,681","1,970,033",8.962B,2.40,23.38,1.52,2022-02-02 to 2022-02-07,N/A (N/A),"Mar 24, 2020",42.62,DXC,http://finance.yahoo.com/quote/DXC?p=DXC,
152,408.72,408.72,379.28 x 1300,495.00 x 800,398.17 - 412.36,318.45 - 659.45,"689,229","905,930",39.868B,0.79,77.58,5.302,2022-04-27 to 2022-05-02,N/A (N/A),N/A,639.75,DXCM,http://finance.yahoo.com/quote/DXCM?p=DXCM,
153,127.50,128.34,128.25 x 1100,129.32 x 1100,126.90 - 129.03,120.08 - 148.93,"2,058,616","2,529,637",36.4B,0.87,47.41,2.715,2022-01-31 to 2022-02-04,0.68 (0.50%),"Dec 07, 2021",172.27,EA,http://finance.yahoo.com/quote/EA?p=EA,
154,55.44,55.37,54.58 x 4000,54.98 x 1200,53.39 - 55.57,49.53 - 81.19,"8,336,368","7,467,272",34.18B,1.12,2.99,18.281,2022-04-26 to 2022-05-02,0.72 (1.11%),"Nov 30, 2021",78.49,EBAY,http://finance.yahoo.com/quote/EBAY?p=EBAY,
155,175.94,176.77,180.61 x 800,180.70 x 1000,175.68 - 180.91,169.06 - 238.93,"1,084,349","1,290,738",51.668B,1.01,46.10,3.911,2022-04-25 to 2022-05-02,2.04 (0.87%),"Dec 13, 2021",235.61,ECL,http://finance.yahoo.com/quote/ECL?p=ECL,
156,83.31,84.28,85.65 x 800,86.34 x 1100,84.00 - 86.33,66.06 - 87.67,"1,803,282","2,510,098",30.401B,0.20,25.46,3.376,2022-02-16 to 2022-02-21,3.10 (3.65%),"Nov 16, 2021",74.53,ED,http://finance.yahoo.com/quote/ED?p=ED,
157,215.92,215.94,218.04 x 800,218.14 x 800,213.35 - 218.74,162.81 - 300.11,"1,083,214","1,031,529",26.665B,1.43,38.66,5.654,2022-04-19 to 2022-04-25,1.56 (0.56%),"Nov 23, 2021",296.94,EFX,http://finance.yahoo.com/quote/EFX?p=EFX,
158,59.16,59.75,62.09 x 800,62.20 x 800,59.50 - 62.55,54.14 - 68.62,"2,397,297","2,200,679",23.687B,0.69,31.07,2.007,2022-04-25 to 2022-04-29,2.80 (4.33%),"Dec 30, 2021",71.09,EIX,http://finance.yahoo.com/quote/EIX?p=EIX,
159,292.53,294.76,299.07 x 900,300.04 x 900,293.05 - 300.74,278.28 - 374.20,"910,936","1,484,703",108.103B,1.00,36.41,8.248,2022-05-02 to 2022-05-06,2.40 (0.65%),"Nov 29, 2021",376.08,EL,http://finance.yahoo.com/quote/EL?p=EL,
160,117.77,118.55,116.00 x 900,120.73 x 1000,118.39 - 121.35,98.24 - 130.47,"864,380","1,227,624",16.24B,1.53,32.42,3.726,2022-04-27 to 2022-05-02,3.04 (2.49%),"Dec 14, 2021",134.62,EMN,http://finance.yahoo.com/quote/EMN?p=EMN,
161,90.00,90.07,92.49 x 800,93.33 x 1400,90.07 - 93.25,86.72 - 105.99,"2,809,350","3,172,867",55.293B,1.51,24.30,3.82,2022-01-31 to 2022-02-04,2.06 (2.15%),"Nov 10, 2021",109.78,EMR,http://finance.yahoo.com/quote/EMR?p=EMR,
162,147.35,148.00,153.20 x 800,153.72 x 1400,146.04 - 154.57,108.88 - 282.46,"3,086,899","3,071,553",20.74B,1.18,133.45,1.152,2022-04-25 to 2022-04-29,N/A (N/A),N/A,260.92,ENPH,http://finance.yahoo.com/quote/ENPH?p=ENPH,
163,110.10,111.24,107.68 x 1000,107.93 x 2200,105.85 - 112.25,62.81 - 116.97,"9,985,253","4,463,967",62.768B,2.01,20.68,5.187,2022-02-23 to 2022-02-28,3.00 (3.15%),"Jan 13, 2022",112.41,EOG,http://finance.yahoo.com/quote/EOG?p=EOG,
164,382.28,386.49,382.09 x 800,390.00 x 900,375.01 - 395.62,338.69 - 725.40,"1,670,143","879,287",21.691B,1.43,53.03,7.211,2022-02-16 to 2022-02-21,N/A (N/A),N/A,786.67,EPAM,http://finance.yahoo.com/quote/EPAM?p=EPAM,
165,705.49,700.00,650.00 x 800,760.00 x 800,691.86 - 718.59,586.73 - 885.26,"547,006","466,930",64.446B,0.36,150.90,4.743,2022-04-26 to 2022-05-02,11.48 (1.41%),"Nov 16, 2021",890.09,EQIX,http://finance.yahoo.com/quote/EQIX?p=EQIX,
166,84.63,85.37,87.05 x 900,87.24 x 800,85.16 - 87.36,65.93 - 93.03,"1,410,660","1,857,456",32.724B,0.81,30.91,2.823,2022-04-25 to 2022-04-29,2.41 (2.61%),"Dec 31, 2021",91.78,EQR,http://finance.yahoo.com/quote/EQR?p=EQR,
167,79.72,80.51,81.71 x 800,81.72 x 800,80.01 - 82.22,76.64 - 92.66,"2,973,438","1,720,637",28.127B,0.40,23.77,3.442,2022-02-14 to 2022-02-18,2.41 (2.73%),"Dec 16, 2021",91.5,ES,http://finance.yahoo.com/quote/ES?p=ES,
